na_item,geo,year,Total population national concept
POP_NC,SA,2021 ,0.0
POP_NC,SB,2021 ,0.0
POP_NC,SC,2021 ,0.0
POP_NC,SD,2021 ,0.0
POP_NC,SE,2021 ,10415.81
POP_NC,SI,2021 ,2107.73
POP_NC,SK,2021 ,0.0
POP_NC,SL,2021 ,0.0
POP_NC,SM,2021 ,0.0
POP_NC,SN,2021 ,0.0
POP_NC,SO,2021 ,0.0
POP_NC,SR,2021 ,0.0
POP_NC,SS,2021 ,0.0
POP_NC,ST,2021 ,0.0
POP_NC,SV,2021 ,0.0
POP_NC,SX,2021 ,0.0
POP_NC,SY,2021 ,0.0
POP_NC,SZ,2021 ,0.0
POP_NC,TC,2021 ,0.0
POP_NC,TD,2021 ,0.0
POP_NC,TG,2021 ,0.0
POP_NC,TH,2021 ,0.0
POP_NC,TJ,2021 ,0.0
POP_NC,TL,2021 ,0.0
POP_NC,TM,2021 ,0.0
POP_NC,TN,2021 ,0.0
POP_NC,TO,2021 ,0.0
POP_NC,TR,2021 ,84147.0
POP_NC,TT,2021 ,0.0
POP_NC,TV,2021 ,0.0
POP_NC,TZ,2021 ,0.0
POP_NC,UA,2021 ,0.0
POP_NC,UG,2021 ,0.0
POP_NC,UK,2021 ,0.0
POP_NC,US,2021 ,332367.0
POP_NC,UY,2021 ,0.0
POP_NC,VC,2021 ,0.0
POP_NC,VE,2021 ,0.0
POP_NC,VG,2021 ,0.0
POP_NC,VN,2021 ,0.0
POP_NC,VU,2021 ,0.0
POP_NC,WS,2021 ,0.0
POP_NC,YE,2021 ,0.0
POP_NC,ZA,2021 ,58791.0
POP_NC,ZM,2021 ,0.0
POP_NC,ZW,2021 ,0.0
POP_NC,AD,2022 ,0.0
POP_NC,AE,2022 ,0.0
POP_NC,AF,2022 ,0.0
POP_NC,AG,2022 ,0.0
POP_NC,AI,2022 ,0.0
POP_NC,AL,2022 ,2777.69
POP_NC,AM,2022 ,0.0
POP_NC,AO,2022 ,0.0
POP_NC,AR,2022 ,46234.8
POP_NC,AT,2022 ,9052.87
POP_NC,AU,2022 ,26014.4
POP_NC,AW,2022 ,0.0
POP_NC,AZ,2022 ,0.0
POP_NC,BB,2022 ,0.0
POP_NC,BD,2022 ,0.0
POP_NC,BE,2022 ,11680.2
POP_NC,BF,2022 ,0.0
POP_NC,BG,2022 ,6465.1
POP_NC,BH,2022 ,0.0
POP_NC,BI,2022 ,0.0
POP_NC,BJ,2022 ,0.0
POP_NC,BN,2022 ,0.0
POP_NC,BO,2022 ,0.0
POP_NC,BQ,2022 ,0.0
POP_NC,BR,2022 ,0.0
POP_NC,BS,2022 ,0.0
POP_NC,BT,2022 ,0.0
POP_NC,BW,2022 ,0.0
POP_NC,BY,2022 ,0.0
POP_NC,BZ,2022 ,0.0
POP_NC,CA,2022 ,38939.1
POP_NC,CD,2022 ,0.0
POP_NC,CF,2022 ,0.0
POP_NC,CG,2022 ,0.0
POP_NC,CH,2022 ,8782.33
POP_NC,CI,2022 ,0.0
POP_NC,CL,2022 ,19828.6
POP_NC,CM,2022 ,0.0
POP_NC,CN,2022 ,1411750.0
POP_NC,CO,2022 ,50495.2
POP_NC,CR,2022 ,5211.3
POP_NC,CU,2022 ,0.0
POP_NC,CV,2022 ,0.0
POP_NC,CW,2022 ,0.0
POP_NC,CY,2022 ,912.7
POP_NC,CZ,2022 ,10759.53
POP_NC,DE,2022 ,0.0
POP_NC,DJ,2022 ,0.0
POP_NC,DK,2022 ,5906.39
POP_NC,DM,2022 ,0.0
POP_NC,DO,2022 ,0.0
POP_NC,DZ,2022 ,0.0
POP_NC,EC,2022 ,0.0
POP_NC,EE,2022 ,1331.8
POP_NC,EG,2022 ,0.0
POP_NC,EL,2022 ,0.0
POP_NC,ER,2022 ,0.0
POP_NC,ES,2022 ,0.0
POP_NC,ET,2022 ,0.0
POP_NC,FI,2022 ,5556.9
POP_NC,FJ,2022 ,0.0
POP_NC,FM,2022 ,0.0
POP_NC,FO,2022 ,0.0
POP_NC,FR,2022 ,0.0
POP_NC,Y3,2022 ,0.0
POP_NC,GA,2022 ,0.0
POP_NC,GD,2022 ,0.0
POP_NC,GE,2022 ,0.0
POP_NC,GH,2022 ,0.0
POP_NC,GL,2022 ,0.0
POP_NC,GM,2022 ,0.0
POP_NC,GN,2022 ,0.0
POP_NC,GQ,2022 ,0.0
POP_NC,GT,2022 ,0.0
POP_NC,GU,2022 ,0.0
POP_NC,GW,2022 ,0.0
POP_NC,GY,2022 ,0.0
POP_NC,HN,2022 ,0.0
POP_NC,HR,2022 ,3917.98
POP_NC,HT,2022 ,0.0
POP_NC,HU,2022 ,9605.07
POP_NC,ID,2022 ,275773.8
POP_NC,IE,2022 ,5199.75
POP_NC,IL,2022 ,9551.0
POP_NC,IN,2022 ,1382894.0
POP_NC,IQ,2022 ,0.0
POP_NC,IR,2022 ,0.0
POP_NC,IS,2022 ,370.1
POP_NC,IT,2022 ,59013.7
POP_NC,JM,2022 ,0.0
POP_NC,JO,2022 ,0.0
POP_NC,JP,2022 ,124947.0
POP_NC,KE,2022 ,0.0
POP_NC,KG,2022 ,0.0
POP_NC,KH,2022 ,0.0
POP_NC,KI,2022 ,0.0
POP_NC,KM,2022 ,0.0
POP_NC,KN,2022 ,0.0
POP_NC,KR,2022 ,51673.0
POP_NC,KW,2022 ,0.0
POP_NC,KY,2022 ,0.0
POP_NC,KZ,2022 ,0.0
POP_NC,LA,2022 ,0.0
POP_NC,LB,2022 ,0.0
POP_NC,LC,2022 ,0.0
POP_NC,LI,2022 ,40.46
POP_NC,LK,2022 ,0.0
POP_NC,LR,2022 ,0.0
POP_NC,LS,2022 ,0.0
POP_NC,LT,2022 ,2831.64
POP_NC,LU,2022 ,655.28
POP_NC,LV,2022 ,1886.23
POP_NC,LY,2022 ,0.0
POP_NC,MA,2022 ,0.0
POP_NC,MD,2022 ,0.0
POP_NC,ME,2022 ,617.21
POP_NC,MG,2022 ,0.0
POP_NC,MH,2022 ,0.0
POP_NC,MK,2022 ,0.0
POP_NC,ML,2022 ,0.0
POP_NC,MM,2022 ,0.0
POP_NC,MN,2022 ,0.0
POP_NC,MO,2022 ,0.0
POP_NC,MR,2022 ,0.0
POP_NC,MS,2022 ,0.0
POP_NC,MT,2022 ,532.0
POP_NC,MU,2022 ,0.0
POP_NC,MV,2022 ,0.0
POP_NC,MW,2022 ,0.0
POP_NC,MX,2022 ,128582.1
POP_NC,MY,2022 ,0.0
POP_NC,MZ,2022 ,0.0
POP_NC,NA,2022 ,0.0
POP_NC,NC,2022 ,0.0
POP_NC,NE,2022 ,0.0
POP_NC,NG,2022 ,0.0
POP_NC,NI,2022 ,0.0
POP_NC,NL,2022 ,0.0
POP_NC,NO,2022 ,5457.0
POP_NC,NP,2022 ,0.0
POP_NC,NR,2022 ,0.0
POP_NC,NU,2022 ,0.0
POP_NC,NZ,2022 ,5142.0
POP_NC,OM,2022 ,0.0
POP_NC,PA,2022 ,0.0
POP_NC,PE,2022 ,0.0
POP_NC,PF,2022 ,0.0
POP_NC,PG,2022 ,0.0
POP_NC,PH,2022 ,0.0
POP_NC,PK,2022 ,0.0
POP_NC,PL,2022 ,0.0
POP_NC,PR,2022 ,0.0
POP_NC,PS,2022 ,0.0
POP_NC,PT,2022 ,10468.87
POP_NC,PW,2022 ,0.0
POP_NC,PY,2022 ,0.0
POP_NC,QA,2022 ,0.0
POP_NC,RO,2022 ,19052.69
POP_NC,RS,2022 ,6664.45
POP_NC,RU,2022 ,0.0
POP_NC,RW,2022 ,0.0
POP_NC,SA,2022 ,0.0
POP_NC,SB,2022 ,0.0
POP_NC,SC,2022 ,0.0
POP_NC,SD,2022 ,0.0
POP_NC,SE,2022 ,10512.12
POP_NC,SI,2022 ,2109.39
POP_NC,SK,2022 ,5457.17
POP_NC,SL,2022 ,0.0
POP_NC,SM,2022 ,0.0
POP_NC,SN,2022 ,0.0
POP_NC,SO,2022 ,0.0
POP_NC,SR,2022 ,0.0
POP_NC,SS,2022 ,0.0
POP_NC,ST,2022 ,0.0
POP_NC,SV,2022 ,0.0
POP_NC,SX,2022 ,0.0
POP_NC,SY,2022 ,0.0
POP_NC,SZ,2022 ,0.0
POP_NC,TC,2022 ,0.0
POP_NC,TD,2022 ,0.0
POP_NC,TG,2022 ,0.0
POP_NC,TH,2022 ,0.0
POP_NC,TJ,2022 ,0.0
POP_NC,TL,2022 ,0.0
POP_NC,TM,2022 ,0.0
POP_NC,TN,2022 ,0.0
POP_NC,TO,2022 ,0.0
POP_NC,TR,2022 ,84980.0
POP_NC,TT,2022 ,0.0
POP_NC,TV,2022 ,0.0
POP_NC,TZ,2022 ,0.0
POP_NC,UA,2022 ,0.0
POP_NC,UG,2022 ,0.0
POP_NC,UK,2022 ,0.0
POP_NC,US,2022 ,333568.0
POP_NC,UY,2022 ,0.0
POP_NC,VC,2022 ,0.0
POP_NC,VE,2022 ,0.0
POP_NC,VG,2022 ,0.0
POP_NC,VN,2022 ,0.0
POP_NC,VU,2022 ,0.0
POP_NC,WS,2022 ,0.0
POP_NC,YE,2022 ,0.0
POP_NC,ZA,2022 ,59517.2
POP_NC,ZM,2022 ,0.0
POP_NC,ZW,2022 ,0.0
POP_NC,AD,2023 ,0.0
POP_NC,AE,2023 ,0.0
POP_NC,AF,2023 ,0.0
POP_NC,AG,2023 ,0.0
POP_NC,AI,2023 ,0.0
POP_NC,AL,2023 ,0.0
POP_NC,AM,2023 ,0.0
POP_NC,AO,2023 ,0.0
POP_NC,AR,2023 ,0.0
POP_NC,AT,2023 ,9130.73
POP_NC,AU,2023 ,26648.9
POP_NC,AW,2023 ,0.0
POP_NC,AZ,2023 ,0.0
POP_NC,BB,2023 ,0.0
POP_NC,BD,2023 ,0.0
POP_NC,BE,2023 ,0.0
POP_NC,BF,2023 ,0.0
POP_NC,BG,2023 ,6446.6
POP_NC,BH,2023 ,0.0
POP_NC,BI,2023 ,0.0
POP_NC,BJ,2023 ,0.0
POP_NC,BN,2023 ,0.0
POP_NC,BO,2023 ,0.0
POP_NC,BQ,2023 ,0.0
POP_NC,BR,2023 ,0.0
POP_NC,BS,2023 ,0.0
POP_NC,BT,2023 ,0.0
POP_NC,BW,2023 ,0.0
POP_NC,BY,2023 ,0.0
POP_NC,BZ,2023 ,0.0
POP_NC,CA,2023 ,40097.8
POP_NC,CD,2023 ,0.0
POP_NC,CF,2023 ,0.0
POP_NC,CG,2023 ,0.0
POP_NC,CH,2023 ,8915.29
POP_NC,CI,2023 ,0.0
POP_NC,CL,2023 ,19960.9
POP_NC,CM,2023 ,0.0
POP_NC,CN,2023 ,1409670.0
POP_NC,CO,2023 ,51027.9
POP_NC,CR,2023 ,5260.1
POP_NC,CU,2023 ,0.0
POP_NC,CV,2023 ,0.0
POP_NC,CW,2023 ,0.0
POP_NC,CY,2023 ,927.11
POP_NC,CZ,2023 ,10878.04
POP_NC,DE,2023 ,0.0
POP_NC,DJ,2023 ,0.0
POP_NC,DK,2023 ,5947.99
POP_NC,DM,2023 ,0.0
POP_NC,DO,2023 ,0.0
POP_NC,DZ,2023 ,0.0
POP_NC,EC,2023 ,0.0
POP_NC,EE,2023 ,1365.88
POP_NC,EG,2023 ,0.0
POP_NC,EL,2023 ,0.0
POP_NC,ER,2023 ,0.0
POP_NC,ES,2023 ,0.0
POP_NC,ET,2023 ,0.0
POP_NC,FI,2023 ,5577.4
POP_NC,FJ,2023 ,0.0
POP_NC,FM,2023 ,0.0
POP_NC,FO,2023 ,0.0
POP_NC,FR,2023 ,0.0
POP_NC,Y3,2023 ,0.0
POP_NC,GA,2023 ,0.0
POP_NC,GD,2023 ,0.0
POP_NC,GE,2023 ,0.0
POP_NC,GH,2023 ,0.0
POP_NC,GL,2023 ,0.0
POP_NC,GM,2023 ,0.0
POP_NC,GN,2023 ,0.0
POP_NC,GQ,2023 ,0.0
POP_NC,GT,2023 ,0.0
POP_NC,GU,2023 ,0.0
POP_NC,GW,2023 ,0.0
POP_NC,GY,2023 ,0.0
POP_NC,HN,2023 ,0.0
POP_NC,HR,2023 ,0.0
POP_NC,HT,2023 ,0.0
POP_NC,HU,2023 ,0.0
POP_NC,ID,2023 ,0.0
POP_NC,IE,2023 ,5295.87
POP_NC,IL,2023 ,9756.5
POP_NC,IN,2023 ,0.0
POP_NC,IQ,2023 ,0.0
POP_NC,IR,2023 ,0.0
POP_NC,IS,2023 ,379.5
POP_NC,IT,2023 ,58993.5
POP_NC,JM,2023 ,0.0
POP_NC,JO,2023 ,0.0
POP_NC,JP,2023 ,124352.0
POP_NC,KE,2023 ,0.0
POP_NC,KG,2023 ,0.0
POP_NC,KH,2023 ,0.0
POP_NC,KI,2023 ,0.0
POP_NC,KM,2023 ,0.0
POP_NC,KN,2023 ,0.0
POP_NC,KR,2023 ,51713.0
POP_NC,KW,2023 ,0.0
POP_NC,KY,2023 ,0.0
POP_NC,KZ,2023 ,0.0
POP_NC,LA,2023 ,0.0
POP_NC,LB,2023 ,0.0
POP_NC,LC,2023 ,0.0
POP_NC,LI,2023 ,0.0
POP_NC,LK,2023 ,0.0
POP_NC,LR,2023 ,0.0
POP_NC,LS,2023 ,0.0
POP_NC,LT,2023 ,2871.59
POP_NC,LU,2023 ,667.76
POP_NC,LV,2023 ,1881.54
POP_NC,LY,2023 ,0.0
POP_NC,MA,2023 ,0.0
POP_NC,MD,2023 ,0.0
POP_NC,ME,2023 ,0.0
POP_NC,MG,2023 ,0.0
POP_NC,MH,2023 ,0.0
POP_NC,MK,2023 ,0.0
POP_NC,ML,2023 ,0.0
POP_NC,MM,2023 ,0.0
POP_NC,MN,2023 ,0.0
POP_NC,MO,2023 ,0.0
POP_NC,MR,2023 ,0.0
POP_NC,MS,2023 ,0.0
POP_NC,MT,2023 ,553.58
POP_NC,MU,2023 ,0.0
POP_NC,MV,2023 ,0.0
POP_NC,MW,2023 ,0.0
POP_NC,MX,2023 ,129317.7
POP_NC,MY,2023 ,0.0
POP_NC,MZ,2023 ,0.0
POP_NC,NA,2023 ,0.0
POP_NC,NC,2023 ,0.0
POP_NC,NE,2023 ,0.0
POP_NC,NG,2023 ,0.0
POP_NC,NI,2023 ,0.0
POP_NC,NL,2023 ,0.0
POP_NC,NO,2023 ,5542.0
POP_NC,NP,2023 ,0.0
POP_NC,NR,2023 ,0.0
POP_NC,NU,2023 ,0.0
POP_NC,NZ,2023 ,0.0
POP_NC,OM,2023 ,0.0
POP_NC,PA,2023 ,0.0
POP_NC,PE,2023 ,0.0
POP_NC,PF,2023 ,0.0
POP_NC,PG,2023 ,0.0
POP_NC,PH,2023 ,0.0
POP_NC,PK,2023 ,0.0
POP_NC,PL,2023 ,37630.45
POP_NC,PR,2023 ,0.0
POP_NC,PS,2023 ,0.0
POP_NC,PT,2023 ,0.0
POP_NC,PW,2023 ,0.0
POP_NC,PY,2023 ,0.0
POP_NC,QA,2023 ,0.0
POP_NC,RO,2023 ,0.0
POP_NC,RS,2023 ,0.0
POP_NC,RU,2023 ,0.0
POP_NC,RW,2023 ,0.0
POP_NC,SA,2023 ,0.0
POP_NC,SB,2023 ,0.0
POP_NC,SC,2023 ,0.0
POP_NC,SD,2023 ,0.0
POP_NC,SE,2023 ,10592.7
POP_NC,SI,2023 ,2120.54
POP_NC,SK,2023 ,5457.49
POP_NC,SL,2023 ,0.0
POP_NC,SM,2023 ,0.0
POP_NC,SN,2023 ,0.0
POP_NC,SO,2023 ,0.0
POP_NC,SR,2023 ,0.0
POP_NC,SS,2023 ,0.0
POP_NC,ST,2023 ,0.0
POP_NC,SV,2023 ,0.0
POP_NC,SX,2023 ,0.0
POP_NC,SY,2023 ,0.0
POP_NC,SZ,2023 ,0.0
POP_NC,TC,2023 ,0.0
POP_NC,TD,2023 ,0.0
POP_NC,TG,2023 ,0.0
POP_NC,TH,2023 ,0.0
POP_NC,TJ,2023 ,0.0
POP_NC,TL,2023 ,0.0
POP_NC,TM,2023 ,0.0
POP_NC,TN,2023 ,0.0
POP_NC,TO,2023 ,0.0
POP_NC,TR,2023 ,85326.0
POP_NC,TT,2023 ,0.0
POP_NC,TV,2023 ,0.0
POP_NC,TZ,2023 ,0.0
POP_NC,UA,2023 ,0.0
POP_NC,UG,2023 ,0.0
POP_NC,UK,2023 ,0.0
POP_NC,US,2023 ,335208.0
POP_NC,UY,2023 ,0.0
POP_NC,VC,2023 ,0.0
POP_NC,VE,2023 ,0.0
POP_NC,VG,2023 ,0.0
POP_NC,VN,2023 ,0.0
POP_NC,VU,2023 ,0.0
POP_NC,WS,2023 ,0.0
POP_NC,YE,2023 ,0.0
POP_NC,ZA,2023 ,0.0
POP_NC,ZM,2023 ,0.0
POP_NC,ZW,2023 ,0.0
POP_NC,AD,2024 ,0.0
POP_NC,AE,2024 ,0.0
POP_NC,AF,2024 ,0.0
POP_NC,AG,2024 ,0.0
POP_NC,AI,2024 ,0.0
POP_NC,AL,2024 ,0.0
POP_NC,AM,2024 ,0.0
POP_NC,AO,2024 ,0.0
POP_NC,AR,2024 ,0.0
POP_NC,AT,2024 ,0.0
POP_NC,AU,2024 ,0.0
POP_NC,AW,2024 ,0.0
POP_NC,AZ,2024 ,0.0
POP_NC,BB,2024 ,0.0
POP_NC,BD,2024 ,0.0
POP_NC,BE,2024 ,0.0
POP_NC,BF,2024 ,0.0
POP_NC,BG,2024 ,0.0
POP_NC,BH,2024 ,0.0
POP_NC,BI,2024 ,0.0
POP_NC,BJ,2024 ,0.0
POP_NC,BN,2024 ,0.0
POP_NC,BO,2024 ,0.0
POP_NC,BQ,2024 ,0.0
POP_NC,BR,2024 ,0.0
POP_NC,BS,2024 ,0.0
POP_NC,BT,2024 ,0.0
POP_NC,BW,2024 ,0.0
POP_NC,BY,2024 ,0.0
POP_NC,BZ,2024 ,0.0
POP_NC,CA,2024 ,0.0
POP_NC,CD,2024 ,0.0
POP_NC,CF,2024 ,0.0
POP_NC,CG,2024 ,0.0
POP_NC,CH,2024 ,0.0
POP_NC,CI,2024 ,0.0
POP_NC,CL,2024 ,0.0
POP_NC,CM,2024 ,0.0
POP_NC,CN,2024 ,0.0
POP_NC,CO,2024 ,0.0
POP_NC,CR,2024 ,0.0
POP_NC,CU,2024 ,0.0
POP_NC,CV,2024 ,0.0
POP_NC,CW,2024 ,0.0
POP_NC,CY,2024 ,0.0
POP_NC,CZ,2024 ,0.0
POP_NC,DE,2024 ,0.0
POP_NC,DJ,2024 ,0.0
POP_NC,DK,2024 ,0.0
POP_NC,DM,2024 ,0.0
POP_NC,DO,2024 ,0.0
POP_NC,DZ,2024 ,0.0
POP_NC,EC,2024 ,0.0
POP_NC,EE,2024 ,0.0
POP_NC,EG,2024 ,0.0
POP_NC,EL,2024 ,0.0
POP_NC,ER,2024 ,0.0
POP_NC,ES,2024 ,0.0
POP_NC,ET,2024 ,0.0
POP_NC,FI,2024 ,0.0
POP_NC,FJ,2024 ,0.0
POP_NC,FM,2024 ,0.0
POP_NC,FO,2024 ,0.0
POP_NC,FR,2024 ,0.0
POP_NC,Y3,2024 ,0.0
POP_NC,GA,2024 ,0.0
POP_NC,GD,2024 ,0.0
POP_NC,GE,2024 ,0.0
POP_NC,GH,2024 ,0.0
POP_NC,GL,2024 ,0.0
POP_NC,GM,2024 ,0.0
POP_NC,GN,2024 ,0.0
POP_NC,GQ,2024 ,0.0
POP_NC,GT,2024 ,0.0
POP_NC,GU,2024 ,0.0
POP_NC,GW,2024 ,0.0
POP_NC,GY,2024 ,0.0
POP_NC,HN,2024 ,0.0
POP_NC,HR,2024 ,0.0
POP_NC,HT,2024 ,0.0
POP_NC,HU,2024 ,0.0
POP_NC,ID,2024 ,0.0
POP_NC,IE,2024 ,0.0
POP_NC,IL,2024 ,0.0
POP_NC,IN,2024 ,0.0
POP_NC,IQ,2024 ,0.0
POP_NC,IR,2024 ,0.0
POP_NC,IS,2024 ,0.0
POP_NC,IT,2024 ,0.0
POP_NC,JM,2024 ,0.0
POP_NC,JO,2024 ,0.0
POP_NC,JP,2024 ,0.0
POP_NC,KE,2024 ,0.0
POP_NC,KG,2024 ,0.0
POP_NC,KH,2024 ,0.0
POP_NC,KI,2024 ,0.0
POP_NC,KM,2024 ,0.0
POP_NC,KN,2024 ,0.0
POP_NC,KR,2024 ,0.0
POP_NC,KW,2024 ,0.0
POP_NC,KY,2024 ,0.0
POP_NC,KZ,2024 ,0.0
POP_NC,LA,2024 ,0.0
POP_NC,LB,2024 ,0.0
POP_NC,LC,2024 ,0.0
POP_NC,LI,2024 ,0.0
POP_NC,LK,2024 ,0.0
POP_NC,LR,2024 ,0.0
POP_NC,LS,2024 ,0.0
POP_NC,LT,2024 ,0.0
POP_NC,LU,2024 ,0.0
POP_NC,LV,2024 ,0.0
POP_NC,LY,2024 ,0.0
POP_NC,MA,2024 ,0.0
POP_NC,MD,2024 ,0.0
POP_NC,ME,2024 ,0.0
POP_NC,MG,2024 ,0.0
POP_NC,MH,2024 ,0.0
POP_NC,MK,2024 ,0.0
POP_NC,ML,2024 ,0.0
POP_NC,MM,2024 ,0.0
POP_NC,MN,2024 ,0.0
POP_NC,MO,2024 ,0.0
POP_NC,MR,2024 ,0.0
POP_NC,MS,2024 ,0.0
POP_NC,MT,2024 ,0.0
POP_NC,MU,2024 ,0.0
POP_NC,MV,2024 ,0.0
POP_NC,MW,2024 ,0.0
POP_NC,MX,2024 ,0.0
POP_NC,MY,2024 ,0.0
POP_NC,MZ,2024 ,0.0
POP_NC,NA,2024 ,0.0
POP_NC,NC,2024 ,0.0
POP_NC,NE,2024 ,0.0
POP_NC,NG,2024 ,0.0
POP_NC,NI,2024 ,0.0
POP_NC,NL,2024 ,0.0
POP_NC,NO,2024 ,0.0
POP_NC,NP,2024 ,0.0
POP_NC,NR,2024 ,0.0
POP_NC,NU,2024 ,0.0
POP_NC,NZ,2024 ,0.0
POP_NC,OM,2024 ,0.0
POP_NC,PA,2024 ,0.0
POP_NC,PE,2024 ,0.0
POP_NC,PF,2024 ,0.0
POP_NC,PG,2024 ,0.0
POP_NC,PH,2024 ,0.0
POP_NC,PK,2024 ,0.0
POP_NC,PL,2024 ,0.0
POP_NC,PR,2024 ,0.0
POP_NC,PS,2024 ,0.0
POP_NC,PT,2024 ,0.0
POP_NC,PW,2024 ,0.0
POP_NC,PY,2024 ,0.0
POP_NC,QA,2024 ,0.0
POP_NC,RO,2024 ,0.0
POP_NC,RS,2024 ,0.0
POP_NC,RU,2024 ,0.0
POP_NC,RW,2024 ,0.0
POP_NC,SA,2024 ,0.0
POP_NC,SB,2024 ,0.0
POP_NC,SC,2024 ,0.0
POP_NC,SD,2024 ,0.0
POP_NC,SE,2024 ,0.0
POP_NC,SI,2024 ,0.0
POP_NC,SK,2024 ,0.0
POP_NC,SL,2024 ,0.0
POP_NC,SM,2024 ,0.0
POP_NC,SN,2024 ,0.0
POP_NC,SO,2024 ,0.0
POP_NC,SR,2024 ,0.0
POP_NC,SS,2024 ,0.0
POP_NC,ST,2024 ,0.0
POP_NC,SV,2024 ,0.0
POP_NC,SX,2024 ,0.0
POP_NC,SY,2024 ,0.0
POP_NC,SZ,2024 ,0.0
POP_NC,TC,2024 ,0.0
POP_NC,TD,2024 ,0.0
POP_NC,TG,2024 ,0.0
POP_NC,TH,2024 ,0.0
POP_NC,TJ,2024 ,0.0
POP_NC,TL,2024 ,0.0
POP_NC,TM,2024 ,0.0
POP_NC,TN,2024 ,0.0
POP_NC,TO,2024 ,0.0
POP_NC,TR,2024 ,0.0
POP_NC,TT,2024 ,0.0
POP_NC,TV,2024 ,0.0
POP_NC,TZ,2024 ,0.0
POP_NC,UA,2024 ,0.0
POP_NC,UG,2024 ,0.0
POP_NC,UK,2024 ,0.0
POP_NC,US,2024 ,0.0
POP_NC,UY,2024 ,0.0
POP_NC,VC,2024 ,0.0
POP_NC,VE,2024 ,0.0
POP_NC,VG,2024 ,0.0
POP_NC,VN,2024 ,0.0
POP_NC,VU,2024 ,0.0
POP_NC,WS,2024 ,0.0
POP_NC,YE,2024 ,0.0
POP_NC,ZA,2024 ,0.0
POP_NC,ZM,2024 ,0.0
POP_NC,ZW,2024 ,0.0
